threads,fraction,n_rows,n_cols,t_acidentes_estado,t_clima_grave,t_severidade_hora,t_condicoes_via,t_tipo_acidente,t_total
1,0.01,47284,46,0.13993191719055176,0.04196023941040039,0.1175544261932373,0.023891448974609375,0.2815210819244385,0.6048688888549805
1,0.05,236420,46,0.05942535400390625,0.036391496658325195,0.03384971618652344,0.0018618106842041016,1.260044813156128,1.391580581665039
1,0.1,472839,46,0.1295166015625,0.03276252746582031,0.07687568664550781,0.0038268566131591797,2.3535869121551514,2.5965769290924072
1,0.1,472839,46,0.13301992416381836,0.02955341339111328,25.105000495910645,0.0014195442199707031,2.5426502227783203,27.811651468276978
1,0.25,1182098,46,0.2878904342651367,0.05169677734375,0.09552597999572754,0.0034837722778320312,5.955441236495972,6.394045352935791
1,0.5,2364197,46,0.5672626495361328,0.1458568572998047,0.18237519264221191,0.006257772445678711,12.607046365737915,13.508806943893433
1,0.75,3546296,46,0.8635392189025879,0.16095304489135742,0.28106188774108887,0.007284879684448242,18.173338890075684,19.486185312271118
1,1,4728394,46,0.4351668357849121,0.1576838493347168,0.3784830570220947,0.011994123458862305,23.132312059402466,24.115650177001953
